id,color,type,stock,branchId,createdAt,updatedAt
514,pink,multi,17,5,2023-06-13T08:14:38,2023-06-13T08:14:38
515,pink mambo,multi,44,5,2023-06-13T08:14:38,2023-06-13T08:14:38
516,red mambo,multi,51,5,2023-06-13T08:14:38,2023-06-13T08:14:38
517,stabilo,multi,42,5,2023-06-13T08:14:38,2023-06-13T08:14:38
518,sun flower,multi,21,5,2023-06-13T08:14:38,2023-06-13T08:14:38
519,Surf green,multi,18,5,2023-06-13T08:14:38,2023-06-13T08:14:38
520,violet,multi,58,5,2023-06-13T08:14:38,2023-06-13T08:14:38
521,white,multi,52,5,2023-06-13T08:14:38,2023-06-13T08:14:38
522,white excellent,multi,54,5,2023-06-13T08:14:38,2023-06-13T08:14:38
523,yellow,multi,46,5,2023-06-13T08:14:38,2023-06-13T08:14:38
524,putih tulang,multi,54,5,2023-06-13T08:14:38,2023-06-13T08:14:38
525,horizon,multi,21,5,2023-06-13T08:14:38,2023-06-13T08:14:38
