id,color,type,stock,branchId,createdAt,updatedAt
52,orange,super,13,1,2023-06-13T08:14:38,2023-06-13T08:14:38
53,peach,super,39,1,2023-06-13T08:14:38,2023-06-13T08:14:38
54,pepper green,super,31,1,2023-06-13T08:14:38,2023-06-13T08:14:38
55,pink,super,26,1,2023-06-13T08:14:38,2023-06-13T08:14:38
56,pink mambo,super,42,1,2023-06-13T08:14:38,2023-06-13T08:14:38
57,red,super,58,1,2023-06-13T08:14:38,2023-06-13T08:14:38
58,red coral,super,16,1,2023-06-13T08:14:38,2023-06-13T08:14:38
59,red mambo,super,15,1,2023-06-13T08:14:38,2023-06-13T08:14:38
60,stabilo,super,51,1,2023-06-13T08:14:38,2023-06-13T08:14:38
61,sun flower,super,55,1,2023-06-13T08:14:38,2023-06-13T08:14:38
62,Surf green,super,42,1,2023-06-13T08:14:38,2023-06-13T08:14:38
63,violet,super,28,1,2023-06-13T08:14:38,2023-06-13T08:14:38
64,white,super,44,1,2023-06-13T08:14:38,2023-06-13T08:14:38
65,white excellent,super,55,1,2023-06-13T08:14:38,2023-06-13T08:14:38
66,yellow,super,58,1,2023-06-13T08:14:38,2023-06-13T08:14:38
67,apple green,multi,52,1,2023-06-13T08:14:38,2023-06-13T08:14:38
68,apple white,multi,49,1,2023-06-13T08:14:38,2023-06-13T08:14:38
69,avocado,multi,39,1,2023-06-13T08:14:38,2023-06-13T08:14:38
70,black,multi,50,1,2023-06-13T08:14:38,2023-06-13T08:14:38
71,black brown,multi,37,1,2023-06-13T08:14:38,2023-06-13T08:14:38
72,blue,multi,58,1,2023-06-13T08:14:38,2023-06-13T08:14:38
73,blue white,multi,10,1,2023-06-13T08:14:38,2023-06-13T08:14:38
74,besco blue,multi,57,1,2023-06-13T08:14:38,2023-06-13T08:14:38
75,broken white,multi,28,1,2023-06-13T08:14:38,2023-06-13T08:14:38
76,brown,multi,28,1,2023-06-13T08:14:38,2023-06-13T08:14:38
77,caramel,multi,38,1,2023-06-13T08:14:38,2023-06-13T08:14:38
78,cherry natural,multi,13,1,2023-06-13T08:14:38,2023-06-13T08:14:38
79,chili red,multi,56,1,2023-06-13T08:14:38,2023-06-13T08:14:38
80,cream,multi,38,1,2023-06-13T08:14:38,2023-06-13T08:14:38
81,cream gold,multi,51,1,2023-06-13T08:14:38,2023-06-13T08:14:38
82,cyanine blue,multi,20,1,2023-06-13T08:14:38,2023-06-13T08:14:38
83,flower pot,multi,52,1,2023-06-13T08:14:38,2023-06-13T08:14:38
84,green,multi,20,1,2023-06-13T08:14:38,2023-06-13T08:14:38
85,grey,multi,43,1,2023-06-13T08:14:38,2023-06-13T08:14:38
86,grey silver,multi,51,1,2023-06-13T08:14:38,2023-06-13T08:14:38
87,grey silver dark,multi,46,1,2023-06-13T08:14:38,2023-06-13T08:14:38
88,hulahop,multi,47,1,2023-06-13T08:14:38,2023-06-13T08:14:38
89,lavender,multi,36,1,2023-06-13T08:14:38,2023-06-13T08:14:38
90,lemon jazz,multi,51,1,2023-06-13T08:14:38,2023-06-13T08:14:38
91,maroon,multi,12,1,2023-06-13T08:14:38,2023-06-13T08:14:38
92,orange,multi,25,1,2023-06-13T08:14:38,2023-06-13T08:14:38
93,pepper green,multi,16,1,2023-06-13T08:14:38,2023-06-13T08:14:38
94,pink,multi,17,1,2023-06-13T08:14:38,2023-06-13T08:14:38
95,pink mambo,multi,44,1,2023-06-13T08:14:38,2023-06-13T08:14:38
96,red mambo,multi,51,1,2023-06-13T08:14:38,2023-06-13T08:14:38
97,stabilo,multi,42,1,2023-06-13T08:14:38,2023-06-13T08:14:38
98,sun flower,multi,21,1,2023-06-13T08:14:38,2023-06-13T08:14:38
99,Surf green,multi,18,1,2023-06-13T08:14:38,2023-06-13T08:14:38
100,violet,multi,58,1,2023-06-13T08:14:38,2023-06-13T08:14:38
101,white,multi,52,1,2023-06-13T08:14:38,2023-06-13T08:14:38
102,white excellent,multi,54,1,2023-06-13T08:14:38,2023-06-13T08:14:38
103,yellow,multi,46,1,2023-06-13T08:14:38,2023-06-13T08:14:38
104,putih tulang,multi,54,1,2023-06-13T08:14:38,2023-06-13T08:14:38
105,horizon,multi,21,1,2023-06-13T08:14:38,2023-06-13T08:14:38
