id;color;type;stock;branchId;createdAt;updatedAt
25;stabilo;pro;55;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
26;Surf green;pro;53;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
27;violet;pro;21;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
28;white;pro;33;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
29;white excellent;pro;36;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
30;yellow;pro;48;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
31;yellow canary;pro;25;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
32;apple green;super;16;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
33;apple white;super;17;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
34;avocado;super;27;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
35;black;super;21;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
36;blue;super;36;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
37;blue excellent;super;11;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
38;blue white;super;15;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
39;bosco blue;super;43;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
40;broken white;super;57;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
41;caroline;super;11;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
42;cream;super;54;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
43;cream gold;super;20;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
44;flower pot;super;24;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
45;grey;super;33;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
46;grey silver;super;13;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
47;hulahop;super;54;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
48;lavender;super;40;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
49;lemon;super;27;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
50;lemon jazz;super;14;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
51;liberty;super;18;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
52;orange;super;13;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
53;peach;super;39;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
54;pepper green;super;31;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
55;pink;super;26;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
56;pink mambo;super;42;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
57;red;super;58;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
58;red coral;super;16;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
59;red mambo;super;15;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
60;stabilo;super;51;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
61;sun flower;super;55;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
62;Surf green;super;42;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
63;violet;super;28;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
64;white;super;44;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
65;white excellent;super;55;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
66;yellow;super;58;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
67;apple green;multi;52;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
68;apple white;multi;49;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
69;avocado;multi;39;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
70;black;multi;50;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
71;black brown;multi;37;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
72;blue;multi;58;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
73;blue white;multi;10;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
74;besco blue;multi;57;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
75;broken white;multi;28;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
76;brown;multi;28;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
77;caramel;multi;38;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
78;cherry natural;multi;13;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
79;chili red;multi;56;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
80;cream;multi;38;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
81;cream gold;multi;51;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
82;cyanine blue;multi;20;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
83;flower pot;multi;52;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
84;green;multi;20;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
85;grey;multi;43;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
86;grey silver;multi;51;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
87;grey silver dark;multi;46;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
88;hulahop;multi;47;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
89;lavender;multi;36;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
90;lemon jazz;multi;51;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
91;maroon;multi;12;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
92;orange;multi;25;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
93;pepper green;multi;16;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
94;pink;multi;17;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
95;pink mambo;multi;44;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
96;red mambo;multi;51;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
97;stabilo;multi;42;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
98;sun flower;multi;21;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
99;Surf green;multi;18;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
100;violet;multi;58;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
101;white;multi;52;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
102;white excellent;multi;54;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
103;yellow;multi;46;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
104;putih tulang;multi;54;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
105;horizon;multi;21;1;2023-06-13T08:14:38.690Z;2023-06-13T08:14:38.690Z
